2023-08-14 , 16:49:10 , LOG , com/herculife/herculifepelvictutor/Controllers/SplashController , App Closed Correctly
2023-08-15 , 11:14:37 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Object converted to Json file
2023-08-15 , 11:14:37 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Encryption initiated
2023-08-15 , 11:14:37 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MYSQL , new Patient added (1a89c9c30de6c291464f34528d910521b8fe76e2a87edf9ca87c28eb8691709d)
2023-08-15 , 11:14:37 , LOG , com/herculife/herculifepelvictutor/Controllers/CreateNewPatient , New Patient added to the database (1a89c9c30de6c291464f34528d910521b8fe76e2a87edf9ca87c28eb8691709d)
2023-08-15 , 11:14:39 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:14:39 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:14:39 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:14:39 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:15:05 , LOG , com/herculife/herculifepelvictutor/Controllers/UserListController , App Closed Correctly
2023-08-15 , 11:15:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:15:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:15:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:15:52 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:22:06 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:22:06 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:22:06 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:22:06 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:22:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:22:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:22:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:22:51 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:23:04 , LOG , com/herculife/herculifepelvictutor/Controllers/MainPatientDashboard , App Closed Correctly
2023-08-15 , 11:37:11 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:37:11 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:37:11 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:37:11 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:37:18 , LOG , com/herculife/herculifepelvictutor/Controllers/UserListController , App Closed Correctly
2023-08-15 , 11:38:37 , LOG , com/herculife/herculifepelvictutor/Controllers/UserListController , App Closed Correctly
2023-08-15 , 11:40:36 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Object converted to Json file
2023-08-15 , 11:40:36 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Encryption initiated
2023-08-15 , 11:40:36 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MYSQL , new Patient added (4bcdc58e3294854292ca1e5cd73ac8332e859bfdb92652c305deb7498bb9fcf3)
2023-08-15 , 11:40:36 , LOG , com/herculife/herculifepelvictutor/Controllers/CreateNewPatient , New Patient added to the database (4bcdc58e3294854292ca1e5cd73ac8332e859bfdb92652c305deb7498bb9fcf3)
2023-08-15 , 11:41:11 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:41:11 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:41:39 , LOG , com/herculife/herculifepelvictutor/Controllers/MainPatientDashboard , App Closed Correctly
2023-08-15 , 11:42:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:42:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:42:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Object converted to Json file
2023-08-15 , 11:42:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Encryption initiated
2023-08-15 , 11:42:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MYSQL , new Patient added (08d43baf7159dc767cbc563f963c87faa1ed3e8de26580ebbcd0c27dd980e98e)
2023-08-15 , 11:42:54 , LOG , com/herculife/herculifepelvictutor/Controllers/CreateNewPatient , New Patient added to the database (08d43baf7159dc767cbc563f963c87faa1ed3e8de26580ebbcd0c27dd980e98e)
2023-08-15 , 11:42:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:42:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:42:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:42:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:43:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Object converted to Json file
2023-08-15 , 11:43:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Encryption initiated
2023-08-15 , 11:43:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MYSQL , new Patient added (b98b815676ccfc06fb0188e83bfd6cc48ebfedd7ab6dd559718898909fffc7d1)
2023-08-15 , 11:43:35 , LOG , com/herculife/herculifepelvictutor/Controllers/CreateNewPatient , New Patient added to the database (b98b815676ccfc06fb0188e83bfd6cc48ebfedd7ab6dd559718898909fffc7d1)
2023-08-15 , 11:43:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:43:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:43:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:43:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:43:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:43:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:44:51 , LOG , com/herculife/herculifepelvictutor/Controllers/MainPatientDashboard , App Closed Correctly
2023-08-15 , 11:45:33 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:45:33 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:45:34 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:45:34 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:45:34 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:45:34 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:45:45 , LOG , com/herculife/herculifepelvictutor/Controllers/MainPatientDashboard , App Closed Correctly
2023-08-15 , 11:49:40 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:49:40 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:49:42 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:49:42 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:49:42 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:49:42 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:20 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Object converted to Json file
2023-08-15 , 11:50:20 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Encryption initiated
2023-08-15 , 11:50:20 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MYSQL , new Patient added (5a4025e166d82e6661316f3e8075bf9e408b6067777750c14904205fc65283d7)
2023-08-15 , 11:50:20 , LOG , com/herculife/herculifepelvictutor/Controllers/CreateNewPatient , New Patient added to the database (5a4025e166d82e6661316f3e8075bf9e408b6067777750c14904205fc65283d7)
2023-08-15 , 11:50:20 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:20 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:20 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:20 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:20 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:20 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:20 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:20 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:27 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:27 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:27 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:27 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:27 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:27 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:27 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:27 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:32 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:32 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:32 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:32 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:32 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:32 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:32 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:32 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 11:50:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 11:50:40 , LOG , com/herculife/herculifepelvictutor/Controllers/UserListController , App Closed Correctly
2023-08-15 , 12:16:53 , LOG , com/herculife/herculifepelvictutor/Controllers/SplashController , App Closed Correctly
2023-08-15 , 12:19:12 , LOG , com/herculife/herculifepelvictutor/Controllers/SplashController , App Closed Correctly
2023-08-15 , 12:20:26 , LOG , com/herculife/herculifepelvictutor/Controllers/SplashController , App Closed Correctly
2023-08-15 , 12:27:27 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 12:27:27 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 12:27:27 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 12:27:27 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 12:27:27 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 12:27:27 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 12:27:27 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 12:27:27 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 12:27:29 , LOG , com/herculife/herculifepelvictutor/Controllers/UserListController , App Closed Correctly
2023-08-15 , 12:28:00 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 12:28:00 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 12:28:00 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 12:28:00 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 12:28:00 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 12:28:00 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 12:28:00 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 12:28:00 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 12:28:07 , LOG , com/herculife/herculifepelvictutor/Controllers/UserListController , App Closed Correctly
2023-08-15 , 12:28:17 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 12:28:17 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 12:28:17 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 12:28:17 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 12:28:17 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 12:28:17 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 12:28:17 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 12:28:17 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-15 , 12:28:53 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-15 , 12:28:53 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
